trace,thickness,thickness_user_lower,thickness_user_upper,thickness_user_std,thickness_user_nmad,thickness_user_count,temperate,temperate_user_lower,temperate_user_upper,temperate_user_std,temperate_user_nmad,temperate_user_count
3088,118.976555,118.464821,120.511742,5.881524,1.138023,10,116.673783,117.18551,109.25374,5.242775,4.552119,9.0
3099,118.72068,118.464821,120.511742,5.912853,1.138023,10,116.417908,116.929635,108.997866,5.27752,4.552119,9.0
3106,118.72068,118.464821,120.511742,5.91513,1.327691,10,116.417908,116.929635,108.997866,5.27752,4.552119,9.0
3113,118.72068,117.953094,120.511742,5.938144,1.70704,10,116.417908,116.929635,108.997866,5.313406,4.552119,9.0
3120,118.72068,117.953094,120.511742,5.939672,2.086377,10,116.417908,116.929635,108.997866,5.313406,4.552119,9.0
3126,118.72068,117.697235,120.511742,6.018026,2.465742,10,116.417908,116.929635,108.997866,5.313406,4.552119,9.0
3132,118.72068,117.697235,120.511742,6.112291,2.655411,10,116.417908,116.929635,108.997866,5.350411,4.552119,9.0
3139,118.464821,117.697235,120.511742,6.106515,3.034759,10,116.162049,116.673776,108.742006,5.397616,4.552119,9.0
3145,118.464821,117.953094,120.511742,5.960453,2.845079,10,116.162049,116.673776,108.742006,5.435219,4.552119,9.0
3151,118.464821,117.953094,120.511742,5.886776,2.655411,10,116.162049,116.673776,108.742006,5.435219,4.552119,9.0
3158,118.464821,118.208969,120.511742,5.691259,2.655411,10,116.417912,116.673776,108.742006,5.456423,4.552119,9.0
3164,118.464821,118.208969,120.511742,5.619234,2.465742,10,116.417912,116.673776,108.742006,5.495113,4.552119,9.0
3170,118.464821,118.464821,120.511742,5.529655,2.276068,10,116.417912,116.673776,108.742006,5.495113,4.552119,9.0
3177,118.464821,118.208969,120.511742,5.534454,2.276068,10,116.417912,116.673776,108.742006,5.495113,4.552119,9.0
3184,118.72068,118.208969,120.511742,5.411848,1.707045,10,116.673772,116.929635,108.997866,5.456423,4.552119,9.0
3190,118.72068,118.464821,120.511742,5.322397,1.707045,10,116.673772,116.929635,108.997866,5.398964,4.552119,9.0
3196,118.976555,118.208969,120.511742,5.259154,1.707045,10,116.929646,117.18551,109.25374,5.398964,4.552119,9.0
3203,119.232407,118.464821,120.511742,5.064117,1.707045,10,117.185498,117.441362,109.509592,5.362124,4.552119,9.0
3210,119.232407,118.464821,120.255859,4.787078,1.707045,10,117.185498,117.441362,109.509592,5.326395,4.552119,9.0
3216,119.232407,118.464821,120.255859,4.404438,1.896719,10,117.185498,117.441362,109.509592,5.326395,4.552119,9.0
3223,119.232407,118.464821,120.255859,3.93629,1.896719,10,117.185498,117.441362,109.509592,5.2918,4.552119,9.0
3230,119.488274,118.464821,120.255859,3.433194,1.896719,10,117.441365,117.697229,109.765459,5.258361,4.552119,9.0
3237,119.488274,118.464821,120.255859,3.059564,1.896719,10,117.441365,117.697229,109.765459,5.258361,4.552119,9.0
3243,119.744141,118.464821,120.255859,2.811269,1.896719,10,117.697232,117.953096,110.021326,5.2261,4.552119,9.0
3250,119.744141,118.464821,120.255859,2.363721,2.086394,10,117.697232,117.953096,110.021326,5.195038,4.552119,9.0
3256,120.000008,118.72068,120.255859,2.010337,1.896725,10,117.953099,118.208963,110.277193,5.195038,4.552119,9.0
3263,119.744141,118.72068,120.000008,1.687754,1.896725,10,117.697232,117.953096,110.021326,5.195038,4.552119,9.0
3269,119.488274,118.72068,120.000008,1.550506,1.138034,10,117.697229,117.697229,109.765459,5.217219,4.552119,9.0
3276,119.232407,118.72068,119.744141,1.452651,0.758691,10,117.441362,117.441362,109.509592,5.217219,4.552119,9.0
3282,119.232407,118.72068,119.488274,1.400386,0.758686,10,117.441362,117.441362,109.509592,5.217219,4.552119,9.0
3288,118.976555,118.208969,119.488274,1.314651,1.138023,10,117.18551,117.18551,108.997876,5.214081,4.552119,9.0
3295,118.464821,117.953094,119.232407,1.206453,1.138023,10,116.673776,116.673776,108.486142,5.214081,4.552119,9.0
3301,117.953094,117.441368,118.976555,1.20041,1.13804,10,116.16205,116.16205,107.974416,5.214081,4.552119,9.0
3307,117.697235,116.929642,118.72068,1.254627,1.327714,10,115.90619,115.90619,107.718556,5.214081,4.552119,9.0
3314,117.441368,116.417908,118.208969,1.356317,1.517365,10,115.650323,115.650323,107.462689,5.214081,4.552119,9.0
3320,117.185501,115.650322,117.697235,1.458648,1.707045,10,115.394456,115.394456,107.206822,5.214081,4.552119,9.0
3327,116.673782,115.138603,117.441368,1.508653,1.707051,10,114.882738,114.882738,106.695104,5.214081,4.552119,9.0
3335,116.417908,114.626869,116.929642,1.649609,1.896714,10,114.626863,114.626863,106.439229,5.185754,4.552119,9.0
3342,115.650322,113.859283,116.673782,1.845845,2.086394,10,113.859277,113.859277,105.671643,5.165023,4.552119,9.0
3348,114.882736,113.603416,115.650322,1.938114,2.086382,10,113.091691,113.091691,104.904058,5.165023,4.552119,9.0
3355,113.859283,112.835831,114.882736,2.23317,1.896714,10,112.068239,112.068239,103.880605,5.165023,4.552119,9.0
3361,113.091698,112.324097,114.115135,2.582544,1.707045,10,111.300653,111.300653,103.113019,5.165023,4.552119,9.0
3368,112.324097,111.556511,113.347549,3.006199,1.707045,10,110.533052,110.533052,102.345418,5.165023,4.552119,9.0
3375,111.300644,110.277191,112.579964,3.606477,1.896719,10,109.509599,109.509599,101.321965,5.165023,4.552119,9.0
3382,110.533058,109.253738,111.812363,4.026543,1.896708,10,108.742013,108.742013,100.554379,5.165023,4.552119,9.0
3389,109.765472,108.742004,110.78891,4.250382,1.707045,10,107.974428,108.230291,99.786794,5.188383,4.552119,9.0
3396,108.742004,107.974419,110.021324,4.586945,1.517371,10,106.95096,107.206823,99.01919,5.160972,4.552119,9.0
3403,107.718552,107.206825,109.253738,4.811322,1.517382,10,105.927507,106.18337,97.995737,5.160972,4.552119,9.0
3410,106.950966,106.695099,108.486145,4.939045,1.327708,10,105.159921,105.415785,97.228151,5.160972,4.552119,9.0
3417,106.183372,105.927513,107.718552,4.881938,1.517371,10,104.392328,104.648191,96.460558,5.160972,4.552119,9.0
3424,105.415787,105.415787,106.950966,4.955875,1.517371,10,103.624742,103.880606,95.692972,5.160972,4.552119,9.0
3429,104.904053,104.648201,106.43924,5.160864,1.517377,10,103.113008,103.368872,95.437101,5.134832,4.552119,9.0
3435,104.392334,103.624748,105.927513,5.594259,1.896708,10,102.857153,104.392334,95.692973,5.53264,2.655403,7.0
3442,103.368866,102.60128,104.648201,5.973559,2.086394,10,101.577821,103.368866,93.901915,6.392933,7.017851,8.0
3449,102.089561,101.577827,103.8806,6.279177,2.276068,10,100.298517,102.089561,92.878473,7.945318,6.82818,8.0
3455,101.321976,100.554367,103.113014,6.309226,2.655411,10,99.530931,101.321976,92.110888,9.558629,6.82818,8.0
3462,100.042656,99.530922,102.345428,6.31683,2.655411,10,98.251611,100.042656,90.831568,11.616962,6.82818,8.0
3469,98.763329,98.507469,101.577827,6.398807,2.845074,10,96.972284,98.763329,89.808104,13.686735,6.638508,8.0
3477,97.484009,97.228149,100.042656,6.628407,2.465736,10,95.692964,97.484009,88.272921,16.150269,6.82818,8.0
3484,96.716423,96.204697,98.763329,6.207232,2.276057,10,94.925378,96.716423,86.993608,17.609998,7.207522,8.0
3490,95.69297,95.181236,97.739876,5.457358,2.276068,10,93.901925,95.69297,85.458428,18.390133,7.586866,8.0
3497,94.925369,94.157784,96.460556,4.964383,2.276051,10,93.134324,94.925369,84.434964,19.257027,7.586866,8.0
3504,93.901932,93.134331,95.69297,4.765751,2.276068,10,92.110887,93.901932,80.085299,20.165014,7.586866,8.0
3512,92.878464,91.855011,94.669518,4.485606,2.276068,10,91.599146,92.878464,79.061831,23.056807,2.655403,7.0
3519,91.855011,90.831558,93.901932,4.307251,2.276068,10,90.575693,91.855011,78.038379,24.637793,2.655403,7.0
3526,90.831558,89.808098,92.622604,4.130615,2.086388,10,89.55224,90.831558,89.040513,28.799675,2.27606,6.0
3532,90.063972,89.040512,91.599159,3.997084,1.896725,10,88.784655,90.063972,88.272928,30.520849,2.27606,6.0
3539,88.784645,88.272926,90.319832,3.871917,1.517371,9,87.505327,88.784645,86.9936,32.760529,2.27606,6.0
