trace,thickness,thickness_user_lower,thickness_user_upper,thickness_user_std,thickness_user_nmad,thickness_user_count,temperate,temperate_user_lower,temperate_user_upper,temperate_user_std,temperate_user_nmad,temperate_user_count
0,75.223877,75.223877,75.223877,0.610868,0.0,5,0.0,0.0,0.0,0.73862,0.0,3.0
27,77.270798,77.014931,78.805977,1.376547,1.517377,10,0.0,0.0,0.0,1.133993,1.327697,8.0
46,79.57357,78.294243,80.852882,1.60672,1.327703,10,0.0,0.511734,0.0,1.401422,0.948354,8.0
56,80.852882,79.82943,81.620476,1.674771,1.707045,10,0.0,0.0,0.0,1.585748,0.94836,8.0
64,82.388062,81.108749,82.388062,1.752244,1.70704,10,0.0,0.511726,0.0,1.734002,1.138028,8.0
71,83.155655,82.388062,83.923241,1.642538,1.327703,10,0.0,0.511726,0.0,1.641177,1.138028,8.0
77,83.667381,83.411514,85.202568,1.630761,1.327708,10,0.0,0.255867,0.0,1.734003,1.707051,8.0
84,85.202568,84.434975,86.226021,1.52472,1.327703,10,0.0,0.767593,0.0,1.669425,1.896719,8.0
90,85.970154,85.202568,87.249474,1.545804,1.707045,10,0.0,1.023453,0.0,1.710583,2.465731,8.0
97,87.249474,86.226021,88.272926,1.464616,1.517371,10,0.0,1.27932,0.0,1.599326,2.465731,8.0
104,88.272926,86.73774,88.784645,1.377603,1.707034,10,0.0,1.535187,0.0,1.430729,1.517365,8.0
110,89.040512,87.505341,89.040512,1.370191,0.94836,10,0.0,1.535172,0.0,1.359074,0.94836,8.0
116,89.040512,88.272926,89.552246,1.340133,0.94836,10,0.0,0.767586,0.0,1.345242,0.758691,8.0
123,89.296379,89.040512,89.552246,1.213368,0.758691,10,0.0,0.255867,0.0,1.143747,0.758691,8.0
131,89.552246,89.296379,89.808098,1.20162,0.569023,10,0.0,0.255867,0.0,1.183923,0.569023,8.0
137,89.552246,89.296379,90.063972,1.134359,0.569017,10,0.0,0.255867,0.0,1.135538,0.569011,8.0
143,89.552246,89.552246,90.063972,1.03371,0.569011,10,0.0,0.0,0.0,1.048283,0.569011,8.0
149,89.808098,89.552246,90.063972,0.924891,0.37936,10,0.0,0.255852,0.0,0.917445,0.569006,8.0
156,89.808098,89.552246,90.063972,0.881813,0.569017,10,0.0,0.0,0.0,0.829094,0.379348,8.0
162,89.808098,89.552246,90.063972,0.865158,0.569017,10,0.0,0.0,0.0,0.806217,0.569017,8.0
169,89.808098,89.552246,90.319832,0.878092,0.758686,10,0.0,0.255852,0.0,0.773657,0.758691,8.0
176,89.808098,89.552246,90.319832,0.906221,0.758691,10,0.0,0.255852,0.0,0.773657,0.758691,8.0
183,89.808098,89.552246,90.575699,0.9743,0.94836,10,0.0,0.0,0.0,0.770634,0.948371,8.0
190,90.319832,89.552246,91.343285,1.105788,1.517371,10,0.0,0.511734,0.0,0.862273,1.138045,8.0
198,90.831558,90.063972,91.599159,1.121463,1.327708,10,0.0,0.511726,0.0,0.853412,1.138023,8.0
206,91.087425,90.319832,92.110878,1.19281,1.517371,10,0.0,0.255867,0.0,0.926954,1.138034,8.0
213,91.599159,90.831558,92.622604,1.263873,1.517371,10,0.0,0.255875,0.0,0.976695,1.138028,8.0
219,92.110878,91.087425,92.878464,1.281023,1.707045,10,0.0,0.255867,0.0,0.937614,1.138034,8.0
226,92.366745,91.599159,93.390198,1.361672,1.707045,10,0.0,0.0,0.0,1.014276,1.138034,8.0
234,93.134331,92.110878,93.901932,1.349597,1.707045,10,0.0,0.255867,0.0,1.021168,1.138034,8.0
241,93.646057,92.622604,94.157784,1.260703,1.70704,10,0.0,0.255859,0.0,1.0183,1.138023,8.0
248,94.157784,93.390198,94.669518,1.225299,1.327697,10,0.0,0.511726,0.0,0.976697,1.138028,8.0
254,94.669518,93.901932,95.181236,1.15186,1.327697,10,0.0,0.511734,0.0,0.976696,1.138034,8.0
261,95.181236,94.669518,95.437103,1.066608,0.948348,10,0.0,0.511719,0.0,0.921894,0.948348,8.0
267,95.69297,94.925369,95.948822,1.087211,1.138034,10,0.0,0.511734,0.0,0.964655,0.94836,8.0
274,96.204697,95.69297,96.460556,1.02203,0.94836,10,0.0,0.511726,0.0,0.99331,1.138028,8.0
280,96.460556,96.204697,96.97229,1.031947,0.94836,10,0.0,0.255859,0.0,1.039322,1.138028,8.0
287,96.716423,96.716423,97.739876,1.105786,0.758691,10,0.0,0.0,0.0,1.175999,1.138028,8.0
293,96.97229,96.97229,98.251595,1.093546,0.758686,10,0.0,0.0,0.0,1.187866,1.138023,8.0
299,97.228149,97.228149,98.763329,0.960765,0.758686,10,0.0,0.0,0.0,1.041568,1.327697,8.0
306,97.484009,97.484009,99.019196,0.902603,0.379348,10,0.0,0.0,0.0,0.967075,1.138034,8.0
312,97.739876,97.739876,99.019196,0.844739,0.569023,10,0.0,0.0,0.0,0.854097,1.138034,8.0
319,98.251595,97.484009,98.763329,0.804152,1.138034,10,0.0,0.255852,0.0,0.723692,0.758686,8.0
326,98.507469,97.484009,98.763329,0.819828,0.379348,10,0.0,0.255875,0.0,0.709827,0.189669,8.0
332,98.251595,97.484009,98.507469,0.876432,0.569017,10,0.0,0.255852,0.0,0.79453,0.379348,8.0
339,97.739876,96.97229,97.995743,0.932722,0.948354,10,0.0,0.767586,0.0,0.906549,0.948348,8.0
345,96.97229,96.204697,97.484009,1.044907,1.517365,10,0.0,0.767593,0.0,1.085538,1.327703,8.0
352,96.204697,95.437103,96.97229,1.16972,1.517365,10,0.0,0.767593,0.0,1.195716,1.138034,8.0
358,95.437103,94.925369,96.716423,1.28669,1.517382,10,0.0,0.511734,0.0,1.310021,1.138034,8.0
364,94.413651,94.157784,95.948822,1.36167,1.51736,10,0.0,0.255867,0.0,1.37447,1.138023,8.0
370,93.646057,93.134331,95.181236,1.582083,1.517365,10,0.0,0.255859,0.0,1.56198,1.138028,8.0
376,92.878464,92.110878,94.157784,1.66781,1.327708,10,0.0,0.255859,0.0,1.555984,1.138034,8.0
383,91.855011,91.087425,93.390198,1.591251,1.517365,10,0.0,0.255852,0.0,1.390955,1.327703,8.0
390,90.831558,90.063972,92.366745,1.492172,1.517371,10,0.0,0.255859,0.0,1.241757,1.138023,8.0
396,90.063972,89.552246,91.599159,1.33796,1.707051,10,0.0,0.255875,0.0,1.085538,0.758674,8.0
402,89.296379,89.040512,90.831558,1.200409,1.327703,10,0.0,0.0,0.0,0.921895,0.758686,8.0
408,89.040512,88.272926,90.319832,1.22678,1.327708,10,0.0,0.511719,0.0,0.995075,0.94836,8.0
414,88.528793,87.7612,89.552246,1.297946,1.517365,10,0.0,0.511734,0.0,1.058823,1.138028,8.0
421,88.017059,86.993607,88.784645,1.253469,1.517371,10,0.0,0.511719,0.0,0.95674,1.138023,8.0
427,87.249474,86.73774,88.017059,1.297946,1.327708,10,0.0,0.255867,0.0,0.999765,1.138034,8.0
434,86.481873,86.226021,87.249474,1.300465,1.138028,10,0.0,0.255852,0.0,0.993311,1.327708,8.0
440,85.970154,85.458427,86.73774,1.311604,1.327703,10,0.0,0.255867,0.0,1.097853,1.138034,8.0
447,85.458427,84.690834,86.481873,1.249111,1.517371,10,0.0,0.0,0.0,1.131414,0.948354,8.0
454,84.690834,84.434975,85.970154,1.183014,1.138028,10,0.0,0.0,0.0,1.093584,1.138034,8.0
461,84.434975,84.179108,85.458427,1.140756,1.138034,10,0.0,0.0,0.0,1.065977,1.138028,8.0
467,84.690834,84.179108,84.946701,1.253762,1.327703,10,0.0,0.511726,0.0,1.251604,1.327703,8.0
473,84.690834,83.923241,84.946701,1.230336,1.138034,10,0.0,0.767593,0.0,1.251605,1.138034,8.0
480,84.434975,84.179108,85.202568,1.140755,1.138028,10,0.0,0.255867,0.0,1.166517,1.327703,8.0
485,84.690834,84.179108,85.202568,1.188231,1.138028,10,0.0,0.511726,0.0,1.218956,1.327708,8.0
493,85.202568,84.179108,85.458427,1.200109,1.327697,10,0.0,1.02346,0.0,1.251606,1.138028,8.0
499,85.202568,84.434975,85.714287,1.127931,0.94836,10,0.0,0.767593,0.0,1.16802,0.758686,8.0
505,85.458427,84.434975,86.226021,1.051845,0.948365,10,0.0,1.023453,0.0,1.084999,0.569017,8.0
512,85.970154,85.202568,86.481873,1.009498,1.138023,10,0.0,0.767586,0.0,1.041568,0.758686,8.0
519,86.226021,86.226021,86.73774,0.981366,0.948354,10,0.0,0.0,0.0,0.999763,0.94836,8.0
526,86.993607,86.481873,87.505341,0.9784,1.327708,10,0.0,0.511734,0.0,0.986228,1.517371,8.0
532,87.505341,86.993607,88.272926,1.01058,1.327708,10,0.0,0.511734,0.0,0.976097,1.327697,8.0
539,88.528793,87.7612,89.040512,0.973921,1.327697,10,0.0,0.767593,0.0,0.864972,1.327697,8.0
544,89.040512,88.272926,89.552246,0.98875,1.327697,10,0.0,0.511719,0.0,0.862269,1.327697,8.0
551,89.552246,89.296379,90.319832,0.980253,0.758691,10,0.0,0.0,0.0,0.802582,1.138028,8.0
558,90.319832,90.319832,91.087425,0.884695,0.758686,10,0.0,0.0,0.0,0.770631,0.948365,8.0
564,91.087425,90.831558,91.599159,0.861788,0.758691,10,0.0,0.255867,0.0,0.82556,1.138034,8.0
570,91.855011,91.343285,92.366745,0.852879,1.138028,10,0.0,0.511726,0.0,0.77893,0.94836,8.0
577,92.622604,92.110878,93.646057,0.900986,1.138028,10,0.0,0.511726,0.0,0.82556,0.758686,8.0
584,93.134331,92.878464,93.901932,0.973927,0.948365,10,0.0,0.255867,0.0,0.917447,1.138034,8.0
591,93.646057,93.390198,94.157784,0.966802,0.948354,10,0.0,0.255859,0.0,0.916806,0.94836,8.0
598,94.157784,93.901932,94.413651,0.870184,0.758674,10,0.0,0.255852,0.0,0.853408,0.758674,8.0
604,94.413651,94.157784,95.181236,0.936224,0.948348,10,0.0,0.255867,0.0,0.875053,0.758686,8.0
611,94.925369,94.157784,95.437103,0.861786,0.758686,10,0.0,0.511719,0.0,0.758397,0.379348,8.0
616,95.181236,94.157784,95.437103,0.896537,0.758697,10,0.0,0.767586,0.0,0.785654,0.379348,8.0
623,94.925369,94.157784,95.181236,0.868092,0.758697,10,0.0,0.511719,0.0,0.778927,0.569023,8.0
629,94.413651,94.157784,94.925369,0.892877,0.94836,10,0.0,0.255867,0.0,0.85341,0.94836,8.0
636,94.157784,93.901932,94.925369,0.932721,1.138023,10,0.0,0.255852,0.0,0.927583,0.948348,8.0
642,93.901932,93.646057,94.669518,0.989117,0.94836,10,0.0,0.0,0.0,0.976094,0.569011,8.0
648,93.646057,93.390198,94.157784,1.060112,0.758686,10,0.0,0.255859,0.0,1.041009,0.948354,8.0
655,93.134331,92.878464,93.646057,1.140752,0.758691,10,0.0,0.255867,0.0,1.139647,1.138034,8.0
661,92.878464,92.366745,93.134331,1.112344,0.758674,10,0.0,0.255859,0.0,1.06762,0.75868,8.0
667,92.622604,91.855011,92.878464,1.155643,1.138034,10,0.0,0.511726,0.0,1.076887,1.138028,8.0
673,92.110878,91.599159,92.366745,1.104141,1.138028,10,0.0,0.255867,0.0,1.022883,0.94836,8.0
679,91.855011,91.087425,92.110878,1.079151,1.138028,10,0.0,0.511726,0.0,0.976695,0.94836,8.0
684,91.343285,90.831558,91.855011,1.044561,0.94836,10,0.0,0.255859,0.0,0.961621,0.758691,8.0
691,91.087425,90.319832,91.087425,1.026648,0.948354,10,0.0,0.511726,0.0,0.947535,0.569011,8.0
699,90.063972,89.808098,90.575699,1.031947,0.758691,10,0.0,0.0,0.0,0.985631,0.758686,8.0
706,89.808098,89.040512,90.319832,1.100512,1.138023,10,0.0,0.511719,0.0,1.031988,0.758697,8.0
712,89.296379,88.528793,90.063972,1.078814,1.138028,10,0.0,0.255867,0.0,1.009073,0.758686,8.0
719,88.784645,88.272926,89.808098,1.10677,1.327697,10,0.0,0.255852,0.0,1.004429,0.948365,8.0
726,88.272926,88.017059,89.296379,1.121462,1.138028,10,0.0,0.0,0.0,1.018302,0.94836,8.0
733,88.017059,87.505341,89.040512,1.158158,1.327697,10,0.0,0.0,0.0,1.011967,0.94836,8.0
740,87.505341,87.249474,88.784645,1.131471,1.51736,10,0.0,0.0,0.0,0.966466,1.138023,8.0
746,87.505341,87.249474,88.528793,1.054608,1.327703,10,0.0,0.255867,0.0,0.831907,0.948348,8.0
754,87.505341,86.73774,88.272926,1.040722,1.138045,10,0.0,0.767601,0.0,0.840298,0.758686,8.0
762,87.505341,86.226021,87.7612,1.051847,1.327697,10,0.0,1.023468,0.0,0.814154,0.75868,8.0
767,87.249474,86.226021,87.7612,1.063878,1.138023,10,0.0,0.767601,0.0,0.745964,0.569011,8.0
775,86.993607,85.970154,87.505341,0.959252,0.948354,10,0.0,0.511734,0.0,0.689784,0.569006,8.0
782,87.249474,85.970154,87.249474,0.98875,1.138023,10,0.0,0.767601,0.0,0.723692,0.948354,8.0
787,86.993607,85.970154,87.7612,1.09255,1.138034,10,0.0,0.511734,0.0,0.794533,0.758686,8.0
795,87.505341,86.481873,87.7612,1.057021,1.138034,10,0.0,0.767601,0.0,0.709831,0.75868,8.0
802,87.505341,86.73774,88.272926,1.050115,1.327708,10,0.0,0.767601,0.0,0.782673,0.758686,8.0
809,87.505341,86.73774,88.528793,1.157215,1.707034,10,0.0,0.255867,0.0,0.945063,1.138023,8.0
816,87.7612,87.505341,89.040512,1.125348,1.517365,10,0.0,0.0,0.0,0.894215,0.758697,8.0
823,88.528793,88.017059,89.808098,1.144572,1.138028,10,0.0,0.0,0.0,0.862267,0.569028,8.0
830,89.296379,89.040512,90.319832,1.168162,1.138034,10,0.0,0.255867,0.0,0.814154,1.138028,8.0
836,90.063972,89.552246,90.831558,1.254633,1.138028,10,0.0,0.255875,0.0,0.896176,0.948365,8.0
843,90.831558,90.319832,91.087425,1.24882,1.138028,10,0.0,0.0,0.0,0.921895,0.569017,8.0
850,91.599159,90.831558,91.855011,1.379449,1.327703,10,0.0,0.511734,0.0,1.076886,1.138028,8.0
857,92.110878,91.343285,92.622604,1.422031,1.517377,10,0.0,0.511719,0.0,1.222782,1.138034,8.0
866,92.878464,92.366745,93.646057,1.508654,1.327691,10,0.0,0.255859,0.0,1.33827,1.327703,8.0
873,93.901932,93.134331,94.669518,1.554252,1.327697,10,0.0,0.0,0.0,1.333016,1.138023,8.0
881,95.437103,94.157784,95.69297,1.588509,1.327697,10,0.0,0.0,0.0,1.333018,0.379348,8.0
888,96.460556,94.925369,96.716423,1.743923,1.517382,10,0.0,0.0,0.0,1.490359,0.379348,8.0
897,97.739876,96.204697,98.251595,1.717656,1.707045,10,0.0,0.511726,0.0,1.515253,0.948354,8.0
905,98.507469,97.484009,99.530922,1.701703,1.707045,10,0.0,0.511726,0.0,1.504026,1.70704,8.0
912,99.530922,98.763329,100.554367,1.660158,1.707045,10,0.0,0.511726,0.0,1.513323,1.707045,8.0
919,100.554367,100.042656,101.833694,1.621818,1.707045,10,0.0,0.0,0.0,1.552977,1.707057,8.0
927,102.345428,101.833694,103.113014,1.345549,1.327697,10,0.0,0.255867,0.0,1.322011,1.327697,8.0
934,103.8806,103.624748,104.392334,1.17592,0.94836,10,0.0,0.255852,0.0,1.150368,1.138028,8.0
940,105.159927,104.648201,105.927513,1.02203,1.138017,10,0.0,0.511726,0.0,1.022882,1.327686,8.0
947,106.950966,106.43924,107.4627,0.926855,0.94836,10,0.0,0.511726,0.0,0.974298,0.94836,8.0
953,107.974419,107.974419,108.486145,0.928033,0.75868,10,0.0,0.0,0.0,0.947535,0.569011,8.0
960,109.509598,109.253738,109.765472,0.994982,0.37936,10,0.0,0.255859,0.0,1.013695,0.379348,8.0
967,110.78891,110.533058,111.300644,1.023454,0.758697,10,0.0,0.255852,0.0,1.009077,0.758686,8.0
975,112.068245,111.556511,112.579964,0.960769,1.138034,10,0.0,0.511734,0.0,0.917447,1.138034,8.0
981,113.347549,112.579964,113.603416,0.968307,1.138023,10,0.0,0.767586,0.0,0.927586,1.138023,8.0
988,114.37101,113.859283,114.626869,1.073746,0.758691,10,0.0,0.511726,0.0,1.058824,0.569023,8.0
995,115.138603,114.37101,115.650322,0.987646,0.948354,10,0.0,0.767593,0.0,0.986223,0.569017,8.0
1002,115.906189,115.138603,116.417908,0.900986,0.75868,10,0.0,0.767586,0.0,0.864298,0.379337,8.0
1009,116.417908,115.906189,116.929642,0.693404,0.758697,10,0.0,0.511719,0.0,0.680394,0.379348,8.0
1015,116.673782,115.906189,117.185501,0.733674,0.948354,10,0.0,1.02346,0.0,0.770631,0.758686,8.0
1021,116.673782,116.162048,117.185501,0.830848,0.948365,10,0.0,0.511734,0.0,0.890944,0.948365,8.0
1028,116.673782,116.417908,116.929642,0.774198,0.569028,10,0.0,0.255875,0.0,0.862272,0.569028,8.0
1036,116.673782,116.417908,116.929642,0.724192,0.569006,10,0.0,0.255875,0.0,0.819874,0.569017,8.0
1042,116.673782,116.417908,116.929642,0.753241,0.37936,10,0.0,0.511734,0.0,0.847913,0.758691,8.0
1048,116.417908,116.162048,116.673782,0.800525,0.379348,10,0.0,0.255859,0.0,0.875053,0.569017,8.0
1055,116.417908,116.162048,116.417908,0.800526,0.379348,10,0.0,0.255859,0.0,0.864978,0.379348,8.0
1061,116.162048,115.906189,116.417908,0.804152,0.379337,10,0.0,0.255859,0.0,0.854097,0.379348,8.0
1068,116.162048,115.650322,116.162048,0.903003,0.379337,10,0.0,0.255859,0.0,0.907194,0.379337,8.0
1075,115.906189,115.394463,116.162048,0.981736,0.758674,10,0.0,0.255867,0.0,0.93699,0.569006,8.0
1081,115.650322,115.138603,115.906189,1.023455,0.948348,10,0.0,0.0,0.0,0.947535,0.569011,8.0
1088,115.394463,115.138603,115.906189,1.01775,0.948354,10,0.0,0.0,0.0,1.031983,0.569011,8.0
1095,115.394463,114.882736,115.906189,1.047685,0.948354,10,0.0,0.511726,0.0,1.080678,0.948348,8.0
1102,115.138603,114.626869,116.162048,0.987645,1.327691,10,0.0,0.511734,0.0,1.014274,0.948348,8.0
1110,115.138603,114.626869,116.162048,0.989116,1.138028,10,0.0,0.511734,0.0,1.018299,1.138023,8.0
1117,115.138603,114.882736,116.162048,1.012376,1.138028,10,0.0,0.255867,0.0,1.022881,0.948354,8.0
1124,115.650322,114.882736,116.162048,1.107101,1.138023,10,0.0,0.767586,0.0,1.164008,1.517365,8.0
1130,115.650322,115.138603,116.162048,1.119839,0.948348,10,0.0,0.511719,0.0,1.125715,1.327691,8.0
1137,115.906189,115.394463,116.417908,1.201316,0.948354,10,0.0,0.511726,0.0,1.191795,0.94836,8.0
1144,116.162048,115.650322,116.929642,1.238582,1.138028,10,0.0,0.255859,0.0,1.179966,1.138034,8.0
1150,116.162048,116.162048,117.185501,1.307161,0.948354,10,0.0,0.0,0.0,1.288425,1.327703,8.0
1156,116.673782,116.417908,117.697235,1.371252,1.327703,10,0.0,0.255875,0.0,1.387589,1.327708,8.0
1163,117.185501,116.929642,118.464821,1.447634,1.707045,10,0.0,0.255859,0.0,1.45383,1.327703,8.0
1170,117.697235,117.185501,119.232407,1.526629,1.896708,10,0.0,0.511734,0.0,1.57131,1.517371,8.0
1177,118.464821,117.697235,119.744141,1.595817,1.707051,10,0.0,0.767586,0.0,1.656773,1.327697,8.0
1185,119.488274,117.953094,120.511742,1.70661,1.517382,10,0.0,1.535179,0.0,1.777614,1.327708,8.0
1192,120.511742,118.464821,121.279327,1.852928,1.327697,10,0.0,2.046921,0.0,1.936265,1.327697,8.0
1199,121.535179,118.72068,121.791046,1.85214,1.138045,10,0.0,2.814499,0.0,1.894759,1.138034,8.0
1206,122.30278,119.488274,122.814507,1.840325,0.948371,10,0.0,2.814507,0.0,1.788436,0.948371,8.0
1213,123.070366,120.767593,123.837952,1.911857,1.327703,10,0.0,2.302773,0.0,1.832025,1.138028,8.0
1219,123.5821,121.791046,124.093826,1.785146,0.948354,10,0.0,1.791054,0.0,1.710586,0.948354,8.0
1225,124.093826,122.814507,124.349686,1.630761,0.758686,10,0.0,1.27932,0.0,1.540881,0.758686,8.0
1232,124.349686,124.093826,124.605553,1.439574,0.569017,10,0.0,0.255859,0.0,1.343068,0.569011,8.0
1238,124.605553,124.605553,125.117279,1.318245,1.138034,10,0.0,0.0,0.0,1.241758,0.758691,8.0
1245,124.861412,124.605553,126.140732,1.218449,1.896714,10,0.0,0.0,0.0,1.183921,1.138034,8.0
1252,125.373138,124.861412,126.908318,1.192811,1.327697,10,0.0,0.511726,0.0,1.213668,1.517377,8.0
1259,125.884865,125.629013,127.420052,1.100178,0.758686,10,0.0,0.0,0.0,1.093583,1.327697,8.0
1265,126.396599,126.396599,127.675903,0.981367,0.94836,10,0.0,0.0,0.0,0.957354,1.327686,8.0
1271,127.420052,127.164185,128.443497,0.966806,1.327703,10,0.0,0.255867,0.0,0.9743,1.138034,8.0
1279,128.443497,128.187637,128.955231,1.051845,1.138034,10,0.0,0.255859,0.0,1.094118,1.138034,8.0
1285,129.21109,129.21109,129.978683,1.065583,0.948354,10,0.0,0.0,0.0,1.12727,0.758697,8.0
1291,130.234558,129.978683,130.746277,0.965297,0.948343,10,0.0,0.255875,0.0,0.986223,0.758686,8.0
1298,131.513855,131.258011,131.513855,0.878095,0.568994,10,0.0,0.255844,0.0,0.896179,0.568994,8.0
1304,132.537323,132.281448,132.793182,0.853308,0.569028,10,0.0,0.255875,0.0,0.890945,0.758697,8.0
1311,133.816635,133.560776,134.328369,0.807312,0.569017,10,0.0,0.0,0.0,0.851355,0.569028,8.0
1318,135.351822,135.095947,135.863556,0.802341,0.569028,10,0.0,0.0,0.0,0.854097,0.569017,8.0
1325,137.142868,136.631134,137.142868,0.856705,0.379337,10,0.0,0.255859,0.0,0.916804,0.379337,8.0
1332,138.166321,137.654587,138.933899,1.112016,0.758686,10,0.0,0.511734,0.0,1.215591,0.569006,8.0
1338,139.189774,138.42218,139.957352,1.307161,1.327703,10,0.0,1.279327,0.0,1.44698,1.138034,8.0
1346,139.701492,138.678055,140.469086,1.506724,2.086377,10,0.0,1.535172,0.0,1.662408,2.086377,8.0
1352,139.189774,138.42218,140.213226,1.408928,1.70704,10,0.0,0.767593,0.0,1.485646,2.086388,8.0
1359,138.933899,138.42218,140.469086,1.269614,1.70704,10,0.0,0.511719,0.0,1.230408,1.517382,8.0
1366,138.933899,138.166321,139.701492,1.208863,1.517371,10,0.0,0.511719,0.0,1.118947,1.517371,8.0
1372,138.678055,137.910446,139.445633,1.218451,1.517394,10,0.0,0.0,0.0,1.063227,1.327691,8.0
1379,138.166321,137.654587,139.957352,1.327861,1.707051,10,0.0,0.0,0.0,1.179965,1.517371,8.0
1386,137.910446,137.398727,139.701492,1.484349,1.896708,10,0.0,0.511719,0.0,1.367648,1.707051,8.0
1393,137.910446,137.142868,139.445633,1.526626,1.896697,10,0.0,0.767578,0.0,1.45664,1.896719,8.0
1400,137.910446,137.142868,139.189774,1.662782,1.896708,10,0.0,0.767578,0.0,1.628304,2.276057,8.0
1407,138.166321,137.142868,139.189774,1.701699,1.896708,10,0.0,0.767593,0.0,1.679202,1.70704,8.0
1414,137.910446,137.398727,139.445633,1.710225,1.707028,10,0.0,0.255859,0.0,1.72318,1.707051,8.0
1420,137.910446,137.654587,139.445633,1.69055,1.517371,10,0.0,0.255859,0.0,1.728601,1.896731,8.0
1428,138.166321,137.910446,139.701492,1.741419,1.327703,10,0.0,0.255875,0.0,1.777944,1.896708,8.0
1437,138.678055,138.42218,139.957352,1.67216,1.138034,10,0.0,0.255875,0.0,1.726905,1.51736,8.0
1444,139.189774,138.678055,140.213226,1.673245,0.758674,10,0.0,0.511719,0.0,1.743075,1.138023,8.0
1452,139.445633,138.933899,140.724945,1.755361,1.327703,10,0.0,0.255859,0.0,1.744763,1.327691,8.0
1459,139.701492,139.189774,140.98082,1.872645,1.70704,10,0.0,0.0,0.0,1.755445,1.327714,8.0
1466,140.213226,139.701492,141.492538,1.956793,1.517371,10,0.0,0.255875,0.0,1.726912,1.517371,8.0
1473,140.724945,140.213226,142.004272,1.995809,1.517382,10,0.0,0.511719,0.0,1.70785,1.707051,8.0
1479,140.98082,140.469086,142.515991,2.134072,1.896708,10,0.0,0.511734,0.0,1.767392,1.896708,8.0
